ダウンロードした時刻：2015/06/12 11:44:42

,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山
2010/1/8,-5.3,8,1,-1.4,8,1,-7.9,8,1,0,1,8,1,0,1,8,1,6.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.0,8,1,7.6,8,北北西,8,1,11.2,8,西,8,1,西,8,1,3.5,8,1,86,8,1,64,8,1,884.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/9,-2.9,8,1,1.2,8,1,-7.3,8,1,0.0,0,8,1,0.0,0,8,1,7.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.1,8,1,7.3,8,北西,8,1,10.8,8,北西,8,1,西北西,8,1,4.3,8,1,87,8,1,65,8,1,888.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/10,0.1,8,1,2.6,8,1,-1.6,8,1,0.0,0,8,1,0.0,0,8,1,1.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.5,8,1,6.6,8,北北西,8,1,10.8,8,南西,8,1,北西,8,1,5.4,8,1,88,8,1,73,8,1,889.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/11,-0.3,8,1,1.1,8,1,-1.5,8,1,0.0,0,8,1,0.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.4,8,1,7.9,8,西南西,8,1,12.6,8,南南西,8,1,西南西,8,1,5.8,8,1,98,8,1,85,8,1,885.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/12,-4.1,8,1,-1.3,8,1,-8.8,8,1,0.0,0,8,1,0.0,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.6,8,1,10.0,8,西北西,8,1,15.5,8,西北西,8,1,西北西,8,1,4.4,8,1,96,8,1,93,8,1,880.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/13,-8.9,8,1,-7.6,8,1,-9.7,8,1,2.5,0,8,1,1.0,0,8,1,0.0,0,8,1,,0,1,4,0,8,1,4,0,8,1,5.7,8,1,9.2,8,北西,8,1,14.8,8,北西,8,1,西北西,8,1,2.9,8,1,93,8,1,89,8,1,881.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/14,-6.9,8,1,-4.5,8,1,-9.3,8,1,0.0,0,8,1,0.0,0,8,1,2.0,0,8,1,,0,1,2,0,8,1,0,1,8,1,3.9,8,1,6.8,8,西北西,8,1,11.5,8,西北西,8,1,北西,8,1,3.4,8,1,94,8,1,92,8,1,889.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/15,-2.5,8,1,-0.6,8,1,-4.5,8,1,2.0,0,8,1,0.5,0,8,1,0.0,0,8,1,,0,1,4,0,8,1,3,0,8,1,3.5,8,1,7.3,8,北北西,8,1,10.5,8,北西,8,1,西北西,8,1,5.0,8,1,97,8,1,94,8,1,891.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/16,-3.2,8,1,0.6,8,1,-5.9,8,1,0,1,8,1,0,1,8,1,5.9,0,8,1,,0,1,4,0,8,1,2,0,8,1,3.0,8,1,8.0,8,北西,8,1,10.5,8,北西,8,1,北北西,8,1,4.1,8,1,86,8,1,69,8,1,893.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/17,-0.8,8,1,3.4,8,1,-5.7,8,1,0,1,8,1,0,1,8,1,9.0,0,8,1,,0,1,2,0,8,1,0,1,8,1,2.0,8,1,4.3,8,北,8,1,7.2,8,北,8,1,北北東,8,1,3.1,8,1,55,8,1,23,8,1,894.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/18,2.7,8,1,6.9,8,1,-2.8,8,1,0,1,8,1,0,1,8,1,9.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.7,8,1,6.6,8,西南西,8,1,9.4,8,南西,8,1,北北東,8,1,2.2,8,1,30,8,1,15,8,1,895.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/19,6.2,8,1,11.1,8,1,0.3,8,1,0,1,8,1,0,1,8,1,8.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.1,8,1,7.6,8,南西,8,1,13.5,8,南南西,8,1,南,8,1,3.7,8,1,40,8,1,17,8,1,896.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/20,8.5,8,1,11.1,8,1,4.5,8,1,22.0,0,8,1,15.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.9,8,1,16.2,8,南西,8,1,28.5,8,南西,8,1,南南西,8,1,9.7,8,1,87,8,1,70,8,1,891.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/21,5.6,8,1,10.0,8,1,-0.1,8,1,16.0,0,8,1,16.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,7.1,8,1,10.9,8,西,8,1,21.6,8,西,8,1,西南西,8,1,9.2,8,1,99,8,1,97,8,1,884.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/22,-1.6,8,1,1.5,8,1,-4.9,8,1,0.0,0,8,1,0.0,0,8,1,1.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.0,8,1,8.2,8,西北西,8,1,13.0,8,北西,8,1,西,8,1,5.3,8,1,96,8,1,87,8,1,887.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/23,-5.4,8,1,-4.5,8,1,-6.7,8,1,0.0,0,8,1,0.0,0,8,1,0.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.6,8,1,8.0,8,西北西,8,1,12.7,8,西北西,8,1,西北西,8,1,3.9,8,1,96,8,1,95,8,1,886.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/24,-1.8,8,1,3.6,8,1,-5.6,8,1,0,1,8,1,0,1,8,1,9.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.6,8,1,6.5,8,西北西,8,1,8.9,8,西北西,8,1,西北西,8,1,3.8,8,1,74,8,1,23,8,1,888.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/25,-0.7,8,1,1.1,8,1,-3.7,8,1,3.0,0,8,1,1.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.4,8,1,8.9,8,西北西,8,1,14.9,8,西北西,8,1,西南西,8,1,5.7,8,1,97,8,1,86,8,1,887.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/26,-2.3,8,1,2.5,8,1,-6.0,8,1,0,1,8,1,0,1,8,1,9.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.7,8,1,7.8,8,北西,8,1,12.5,8,北西,8,1,北北西,8,1,3.8,8,1,74,8,1,17,8,1,891.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/27,4.1,8,1,8.8,8,1,-0.5,8,1,0.5,0,8,1,0.5,0,8,1,8.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.0,8,1,10.7,8,南南東,8,1,17.0,8,南,8,1,南,8,1,3.2,8,1,36,8,1,8,8,1,889.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/28,3.9,8,1,8.8,8,1,-0.3,8,1,49.0,0,8,1,12.5,0,8,1,2.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.5,8,1,10.3,8,南,8,1,19.0,8,南南西,8,1,西北西,8,1,7.5,8,1,90,8,1,35,8,1,884.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/29,-0.9,8,1,3.1,8,1,-4.2,8,1,0.0,0,8,1,0.0,0,8,1,7.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.1,8,1,9.1,8,西北西,8,1,14.4,8,西北西,8,1,西北西,8,1,4.7,8,1,82,8,1,39,8,1,888.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/30,1.5,8,1,7.0,8,1,-3.8,8,1,0.5,0,8,1,0.5,0,8,1,6.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.6,8,1,6.2,8,西北西,8,1,10.0,8,西北西,8,1,北西,8,1,3.8,8,1,60,8,1,18,8,1,889.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/1/31,6.0,8,1,8.5,8,1,1.5,8,1,3.5,0,8,1,1.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.4,8,1,5.7,8,南,8,1,12.7,8,南南東,8,1,南,8,1,9.0,8,1,95,8,1,82,8,1,886.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/1,2.2,8,1,6.6,8,1,-0.7,8,1,34.5,0,8,1,7.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.2,8,1,9.2,8,北北西,8,1,14.3,8,北北西,8,1,北,8,1,7.1,8,1,98,8,1,86,8,1,879.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/2,-1.8,8,1,0.4,8,1,-4.1,8,1,0.0,0,8,1,0.0,0,8,1,1.8,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.7,8,1,7.7,8,北西,8,1,11.4,8,北西,8,1,西北西,8,1,4.9,8,1,91,8,1,73,8,1,883.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/3,-4.1,8,1,0.5,8,1,-7.0,8,1,0,1,8,1,0,1,8,1,9.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.1,8,1,7.6,8,北北西,8,1,11.6,8,北,8,1,西北西,8,1,3.2,8,1,72,8,1,52,8,1,885.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/4,-5.3,8,1,-0.5,8,1,-7.6,8,1,0,1,8,1,0,1,8,1,6.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.0,8,1,8.0,8,北北西,8,1,11.7,8,北西,8,1,北西,8,1,3.2,8,1,78,8,1,62,8,1,886.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/5,-3.8,8,1,1.2,8,1,-6.9,8,1,0,1,8,1,0,1,8,1,9.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.7,8,1,8.9,8,北北西,8,1,13.0,8,北北西,8,1,北北西,8,1,3.5,8,1,77,8,1,57,8,1,887.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/6,-3.5,8,1,1.8,8,1,-7.6,8,1,0.0,0,8,1,0.0,0,8,1,7.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.2,8,1,7.3,8,北北西,8,1,11.5,8,北西,8,1,北北西,8,1,3.3,8,1,71,8,1,39,8,1,889.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/7,-0.2,8,1,5.8,8,1,-7.9,8,1,0,1,8,1,0,1,8,1,6.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.2,8,1,4.9,8,東北東,8,1,7.6,8,東北東,8,1,北北東,8,1,2.3,8,1,39,8,1,18,8,1,891.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/8,7.4,8,1,11.3,8,1,1.8,8,1,0.0,0,8,1,0.0,0,8,1,2.3,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.4,8,1,7.0,8,南,8,1,10.9,8,南,8,1,南,8,1,7.7,8,1,73,8,1,33,8,1,890.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/9,10.6,8,1,11.8,8,1,8.5,8,1,38.5,0,8,1,12.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.2,8,1,8.9,8,南南西,8,1,16.6,8,南南西,8,1,南南西,8,1,12.2,8,1,96,8,1,90,8,1,887.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/10,11.8,8,1,12.7,8,1,10.6,8,1,69.0,0,8,1,17.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.0,8,1,11.6,8,南西,8,1,23.1,8,南南西,8,1,南西,8,1,13.6,8,1,98,8,1,97,8,1,884.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/11,9.8,8,1,14.1,8,1,0.7,8,1,75.5,0,8,1,28.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.5,8,1,18.2,8,南西,8,1,38.3,8,南南西,8,1,南南西,8,1,12.3,8,1,99,8,1,97,8,1,881.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/12,-0.8,8,1,2.7,8,1,-2.9,8,1,0.5,0,8,1,0.5,0,8,1,3.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.0,8,1,10.6,8,北東,8,1,16.4,8,北北東,8,1,北,8,1,5.5,8,1,95,8,1,76,8,1,884.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/13,-1.8,8,1,0.4,8,1,-4.8,8,1,0.0,0,8,1,0.0,0,8,1,2.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.7,8,1,5.7,8,西,8,1,10.4,8,西南西,8,1,西,8,1,5.0,8,1,92,8,1,77,8,1,887.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/14,0.7,8,1,4.3,8,1,-5.4,8,1,5.5,0,8,1,2.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.9,8,1,7.7,8,南南東,8,1,12.7,8,南東,8,1,南南東,8,1,4.4,8,1,68,8,1,12,8,1,889.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/15,1.3,8,1,4.6,8,1,-2.1,8,1,5.0,0,8,1,1.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.7,8,1,11.3,8,北,8,1,15.6,8,北,8,1,北,8,1,6.6,8,1,98,8,1,89,8,1,883.8,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/16,-2.8,8,1,-0.2,8,1,-4.6,8,1,0.0,0,8,1,0.0,0,8,1,0.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.0,8,1,10.0,8,北北東,8,1,13.5,8,北北東,8,1,北,8,1,4.8,8,1,96,8,1,79,8,1,885.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/17,-2.0,8,1,3.6,8,1,-5.4,8,1,0,1,8,1,0,1,8,1,4.6,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.6,8,1,5.5,8,北,8,1,7.0,8,西南西,8,1,北,8,1,4.3,8,1,83,8,1,53,8,1,887.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/18,-4.4,8,1,-2.4,8,1,-6.7,8,1,0.5,0,8,1,0.5,0,8,1,0.0,0,8,1,,0,1,1,0,8,1,1,0,8,1,4.5,8,1,7.5,8,西,8,1,11.7,8,北西,8,1,西北西,8,1,4.1,8,1,93,8,1,81,8,1,884.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/19,-4.6,8,1,-0.5,8,1,-7.5,8,1,0.0,0,8,1,0.0,0,8,1,6.4,0,8,1,,0,1,1,0,8,1,0,1,8,1,5.2,8,1,8.4,8,西北西,8,1,13.0,8,西北西,8,1,西北西,8,1,3.5,8,1,82,8,1,54,8,1,884.9,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/20,-1.7,8,1,3.4,8,1,-5.3,8,1,0.0,0,8,1,0.0,0,8,1,9.2,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.6,8,1,6.7,8,北西,8,1,8.5,8,北西,8,1,西北西,8,1,4.0,8,1,75,8,1,51,8,1,887.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/21,1.0,8,1,6.1,8,1,-4.6,8,1,0,1,8,1,0,1,8,1,9.9,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.4,8,1,6.9,8,西南西,8,1,13.0,8,南西,8,1,南南西,8,1,4.7,8,1,71,8,1,51,8,1,888.5,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/22,6.2,8,1,9.6,8,1,2.0,8,1,0,1,8,1,0,1,8,1,5.7,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.6,8,1,9.1,8,南南西,8,1,14.9,8,南南西,8,1,南南西,8,1,6.9,8,1,73,8,1,27,8,1,888.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/23,8.5,8,1,14.4,8,1,4.8,8,1,0,1,8,1,0,1,8,1,7.4,0,8,1,,0,1,0,1,8,1,0,1,8,1,2.0,8,1,4.9,8,西,8,1,7.2,8,西,8,1,西,8,1,8.4,8,1,77,8,1,49,8,1,886.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/24,9.7,8,1,15.5,8,1,5.7,8,1,0,1,8,1,0,1,8,1,9.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.6,8,1,9.2,8,南南東,8,1,13.5,8,南南東,8,1,南南東,8,1,8.9,8,1,75,8,1,40,8,1,888.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/25,10.1,8,1,11.7,8,1,8.3,8,1,2.0,0,8,1,1.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,8.8,8,1,12.2,8,南東,8,1,19.0,8,南東,8,1,南南東,8,1,11.0,8,1,89,8,1,78,8,1,886.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/26,11.2,8,1,12.6,8,1,7.4,8,1,27.5,0,8,1,7.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.8,8,1,8.7,8,南東,8,1,14.7,8,南西,8,1,南南西,8,1,13.0,8,1,97,8,1,88,8,1,880.6,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/27,8.1,8,1,10.5,8,1,5.0,8,1,8.0,0,8,1,2.5,0,8,1,1.5,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.1,8,1,8.3,8,東北東,8,1,11.7,8,東北東,8,1,北,8,1,10.6,8,1,98,8,1,84,8,1,881.0,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/2/28,7.9,8,1,15.6,8,1,2.2,8,1,1.5,0,8,1,2.5,0,8,1,9.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.0,8,1,9.6,8,北,8,1,13.0,8,北北東,8,1,南,8,1,7.8,8,1,77,8,1,33,8,1,886.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/3/1,9.8,8,1,12.6,8,1,5.8,8,1,30.0,0,8,1,7.5,0,8,1,1.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,6.3,8,1,11.1,8,南西,8,1,21.7,8,南,8,1,南,8,1,10.5,8,1,86,8,1,31,8,1,883.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/3/2,6.6,8,1,13.1,8,1,1.8,8,1,1.0,0,8,1,1.0,0,8,1,2.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.5,8,1,7.9,8,北北東,8,1,11.2,8,北,8,1,西北西,8,1,9.4,8,1,96,8,1,59,8,1,882.3,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/3/3,3.1,8,1,6.8,8,1,1.3,8,1,1.0,0,8,1,0.5,0,8,1,1.1,0,8,1,,0,1,0,1,8,1,0,1,8,1,5.1,8,1,10.0,8,北東,8,1,13.0,8,北東,8,1,北,8,1,6.3,8,1,83,8,1,44,8,1,886.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/3/4,8.2,8,1,11.7,8,1,3.5,8,1,48.0,0,8,1,11.0,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,9.2,8,1,15.2,8,南南東,8,1,24.8,8,南南東,8,1,南東,8,1,10.9,8,1,98,8,1,75,8,1,883.7,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/3/5,9.6,8,1,14.6,8,1,6.5,8,1,10.5,0,8,1,5.5,0,8,1,1.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,4.2,8,1,7.9,8,西南西,8,1,14.2,8,南南西,8,1,南南西,8,1,11.0,8,1,93,8,1,52,8,1,885.1,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
2010/3/6,9.3,8,1,11.6,8,1,5.6,8,1,23.0,0,8,1,5.5,0,8,1,0.0,0,8,1,,0,1,0,1,8,1,0,1,8,1,3.6,8,1,7.9,8,南南西,8,1,17.4,8,南南西,8,1,南南西,8,1,11.7,8,1,99,8,1,99,8,1,884.4,8,1,,0,1,,,0,1,,0,1,,8,1,,8,1
